Part 135 Certificate Holder Name,Certificate Designator,CFR,FAA Certificate Holding District Office,Registration Number,Serial Number,Aircraft Make/Model/Series,Manufacturer
RR INVESTMENTS INC,GQVA,135,SW19 - North Texas FSDO (NTX),N810ET,190,DASSAULT-FALCON-2000EX EASY,Dassault
RR INVESTMENTS INC,GQVA,135,SW19 - North Texas FSDO (NTX),N785AD,146,DASSAULT-FALCON-2000EX EASY,Dassault
RR INVESTMENTS INC,GQVA,135,SW19 - North Texas FSDO (NTX),N211CL,5672,CE-560-560XLS,Cessna
RR INVESTMENTS INC,GQVA,135,SW19 - North Texas FSDO (NTX),N214MD,9152,BD-700-1A11,Bombardier
RR INVESTMENTS INC,GQVA,135,SW19 - North Texas FSDO (NTX),N518DD,9141,BD-700-1A10,Bombardier
RR INVESTMENTS INC,GQVA,135,SW19 - North Texas FSDO (NTX),N824DP,20507,BD-100-1A10,Bombardier
RR INVESTMENTS INC,GQVA,135,SW19 - North Texas FSDO (NTX),N503BC,239,LR-60-60,Bombardier (Learjet)
RR INVESTMENTS INC,GQVA,135,SW19 - North Texas FSDO (NTX),N476LA,45-077,LR-45-45,Bombardier (Learjet)
RSB Investments LLC,S2KA,135,EA03 - Allegheny (AGC),N97SW,60-201,LR-60-60,Bombardier (Learjet)
RSB Investments LLC,S2KA,135,EA03 - Allegheny (AGC),N772PP,60-293,LR-60-60,Bombardier (Learjet)
RSB Investments LLC,S2KA,135,EA03 - Allegheny (AGC),N610CR,60-339,LR-60-60,Bombardier (Learjet)
RSB Investments LLC,S2KA,135,EA03 - Allegheny (AGC),N335SJ,60-335,LR-60-60,Bombardier (Learjet)
RSB Investments LLC,S2KA,135,EA03 - Allegheny (AGC),N266AJ,45-239,LR-45-45,Bombardier (Learjet)
RSB Investments LLC,S2KA,135,EA03 - Allegheny (AGC),N724SA,31A-072,LR-31-A,Bombardier (Learjet)
RSB Investments LLC,S2KA,135,EA03 - Allegheny (AGC),N418DL,31A-181,LR-31-A,Bombardier (Learjet)
RSB Investments LLC,S2KA,135,EA03 - Allegheny (AGC),N412SW,31A-238,LR-31-A,Bombardier (Learjet)
"RUGBY AVIATION, LLC",R01A,135,NM01 - Seattle (SEA),N9898Q,17265842,CE-172-M,Cessna
"RUGBY AVIATION, LLC",R01A,135,NM01 - Seattle (SEA),N739BC,17270404,CE-172-N,Cessna
"RUGBY AVIATION, LLC",R01A,135,NM01 - Seattle (SEA),N9428G,U20601628,CE-206-U206E,Cessna
"RUGBY AVIATION, LLC",R01A,135,NM01 - Seattle (SEA),N685S,20700184,CE-207-207,Cessna
"RUGBY AVIATION, LLC",R01A,135,NM01 - Seattle (SEA),N684S,20700147,CE-207-T207,Cessna
"RUGBY AVIATION, LLC",R01A,135,NM01 - Seattle (SEA),N91060,20700047,CE-207-T207,Cessna
RUSTS FLYING SERVICE INC,ERHA,135,AL03 - Anchorage  (ANC),N125KT,18503494,CE-185-A185F,Cessna
RUSTS FLYING SERVICE INC,ERHA,135,AL03 - Anchorage  (ANC),N1292F,18502668,CE-185-A185F,Cessna
RUSTS FLYING SERVICE INC,ERHA,135,AL03 - Anchorage  (ANC),N4596U,U20604990,CE-206-U206G,Cessna
RUSTS FLYING SERVICE INC,ERHA,135,AL03 - Anchorage  (ANC),N4661Z,U20605998,CE-206-U206G,Cessna
RUSTS FLYING SERVICE INC,ERHA,135,AL03 - Anchorage  (ANC),N4891Z,U20606044,CE-206-U206G,Cessna
RUSTS FLYING SERVICE INC,ERHA,135,AL03 - Anchorage  (ANC),N626KT,U20604426,CE-206-U206G,Cessna
RUSTS FLYING SERVICE INC,ERHA,135,AL03 - Anchorage  (ANC),N865HP,208-00289,CE-208-208,Cessna
RVR AVIATION LLC,V8XA,135,SW19 - North Texas FSDO (NTX),N82CA,080,DASSAULT-FALCON-900EX,Dassault
RVR AVIATION LLC,V8XA,135,SW19 - North Texas FSDO (NTX),N717VL,560-0788,CE-560-ENCORE+,Cessna
RVR AVIATION LLC,V8XA,135,SW19 - North Texas FSDO (NTX),N403RW,145262,EMB-135-LR,Embraer
RVR AVIATION LLC,V8XA,135,SW19 - North Texas FSDO (NTX),N311RF,145687,EMB-135-LR,Embraer
RVR AVIATION LLC,V8XA,135,SW19 - North Texas FSDO (NTX),N618LK,S550-0108,CE-500-S550,Cessna
RVR AVIATION LLC,V8XA,135,SW19 - North Texas FSDO (NTX),N234BZ,145388,EMB-135-LR,Embraer
"RYAN AIR, INC.",UATA,135,AL03 - Anchorage  (ANC),N709RA,208B5436,CE-208-B,Cessna
"RYAN AIR, INC.",UATA,135,AL03 - Anchorage  (ANC),N704RA,208B5814,CE-208-B,Cessna
"RYAN AIR, INC.",UATA,135,AL03 - Anchorage  (ANC),N73789,20700629,CE-207-T207A,Cessna
"RYAN AIR, INC.",UATA,135,AL03 - Anchorage  (ANC),N73467,20700594,CE-207-T207A,Cessna
"RYAN AIR, INC.",UATA,135,AL03 - Anchorage  (ANC),N9829M,20700741,CE-207-A,Cessna
"RYAN AIR, INC.",UATA,135,AL03 - Anchorage  (ANC),N9736M,20700722,CE-207-A,Cessna
"RYAN AIR, INC.",UATA,135,AL03 - Anchorage  (ANC),N707RA,208B5120,CE-208-B,Cessna
"RYAN AIR, INC.",UATA,135,AL03 - Anchorage  (ANC),N708RA,208B5606,CE-208-B,Cessna
"RYAN AIR, INC.",UATA,135,AL03 - Anchorage  (ANC),N26TA,20700725,CE-207-A,Cessna
"RYAN AIR, INC.",UATA,135,AL03 - Anchorage  (ANC),N624DR,20700517,CE-207-A,Cessna
"RYAN AIR, INC.",UATA,135,AL03 - Anchorage  (ANC),N9475M,20700695,CE-207-A,Cessna
"RYAN AIR, INC.",UATA,135,AL03 - Anchorage  (ANC),N7605U,20700443,CE-207-A,Cessna
"RYAN AIR, INC.",UATA,135,AL03 - Anchorage  (ANC),N624ER,20700752,CE-207-A,Cessna
"RYAN AIR, INC.",UATA,135,AL03 - Anchorage  (ANC),N73217,20700572,CE-207-A,Cessna
"SAI Flight Services, Inc.",1XSA,135,SO11 - Atlanta (ATL),N529KF,5477,CL-604-604,Bombardier
"SAI Flight Services, Inc.",1XSA,135,SO11 - Atlanta (ATL),N925AF,5524,CL-604-604,Bombardier
"SAI Flight Services, Inc.",1XSA,135,SO11 - Atlanta (ATL),N136JX,136,LR-60-60,Bombardier (Learjet)
"SAI Flight Services, Inc.",1XSA,135,SO11 - Atlanta (ATL),N323RR,160,LR-60-60,Bombardier (Learjet)
"San Diego Air Service, Inc.",ZSDA,135,WP09 - San Diego (SAN),N731CY,P2100442,CE-210-P210N,Cessna
Sandpoint Seaplane Service Inc,1SPA,135,NM13 - Spokane (GEG),N206JJ,U206-1012,CE-206-U206C,Cessna
"SATURN AVIATION, LLC",7S1A,135,SW17 - San Antonio (SAT),N556KM,121,DASSAULT-FALCON-2000EX EASY,Dassault
"SATURN AVIATION, LLC",7S1A,135,SW17 - San Antonio (SAT),N62NW,233,DASSAULT-FALCON-900EX EASY,Dassault
SAWTOOTH AVIATION LLC,STAA,135,GL15 - Minneapolis (MSP),N9967N,18052622,CE-180-J,Cessna
SAWTOOTH FLYING SERVICE INC,2MDA,135,NM11 - Boise (BOI ),N7610C,U20603924,CE-206-TU206G,Cessna
SAWTOOTH FLYING SERVICE INC,2MDA,135,NM11 - Boise (BOI ),N600NU,U20603976,CE-206-U206G,Cessna
SAWTOOTH FLYING SERVICE INC,2MDA,135,NM11 - Boise (BOI ),N4385B,26729,CE-170-B,Cessna
SAWTOOTH FLYING SERVICE INC,2MDA,135,NM11 - Boise (BOI ),N93039,18503169,CE-185-A185F,Cessna
SAWTOOTH FLYING SERVICE INC,2MDA,135,NM11 - Boise (BOI ),N206GV,U20604833,CE-206-TU206G,Cessna
SAWTOOTH FLYING SERVICE INC,2MDA,135,NM11 - Boise (BOI ),N206HH,U20605675,CE-206-TU206G,Cessna
SAWTOOTH FLYING SERVICE INC,2MDA,135,NM11 - Boise (BOI ),N54KD,U20606181,CE-206-TU206G,Cessna
"SC Aviation, Inc.",G13A,135,GL13 - Milwaukee (MKE),N901SC,258561,HAWKER-800XP-800XP,Hawker
"SC Aviation, Inc.",G13A,135,GL13 - Milwaukee (MKE),N511CJ,258836,HAWKER-850XP,Hawker
"SC Aviation, Inc.",G13A,135,GL13 - Milwaukee (MKE),N625MF,258790,HAWKER-850XP,Hawker
"SC Aviation, Inc.",G13A,135,GL13 - Milwaukee (MKE),N79TS,258511,HAWKER-800XP-800XP,Hawker
"SC Aviation, Inc.",G13A,135,GL13 - Milwaukee (MKE),N474CF,258662,HAWKER-800XP-800XP,Hawker
"SC Aviation, Inc.",G13A,135,GL13 - Milwaukee (MKE),N375PF,258558,HAWKER-800XP-800XP,Hawker
"SC Aviation, Inc.",G13A,135,GL13 - Milwaukee (MKE),N308DD,258665,HAWKER-800XP-800XP,Hawker
"SC Aviation, Inc.",G13A,135,GL13 - Milwaukee (MKE),N202LG,258454,HAWKER-800XP-800XP,Hawker
"SC Aviation, Inc.",G13A,135,GL13 - Milwaukee (MKE),N1953K,258775,HAWKER-800XP-800XP,Hawker
"SC Aviation, Inc.",G13A,135,GL13 - Milwaukee (MKE),N1910A,258711,HAWKER-800XP-800XP,Hawker
"SC Aviation, Inc.",G13A,135,GL13 - Milwaukee (MKE),N733HB,HB-73,HAWKER-750-750,Hawker
"SC Aviation, Inc.",G13A,135,GL13 - Milwaukee (MKE),N626BS,HB-2,HAWKER-750-750,Hawker
"SC Aviation, Inc.",G13A,135,GL13 - Milwaukee (MKE),N360PZ,037,DASSAULT-FALCON-7X,Dassault
"SC Aviation, Inc.",G13A,135,GL13 - Milwaukee (MKE),N919CH,205,DASSAULT-FALCON-2000,Dassault
"SC Aviation, Inc.",G13A,135,GL13 - Milwaukee (MKE),N762DD,258787,HAWKER-850XP,Hawker
"SC Aviation, Inc.",G13A,135,GL13 - Milwaukee (MKE),N921PK,258818,HAWKER-850XP,Hawker
"SC Aviation, Inc.",G13A,135,GL13 - Milwaukee (MKE),N187AA,156,DASSAULT-FALCON-2000,Dassault
"SC Aviation, Inc.",G13A,135,GL13 - Milwaukee (MKE),N556DD,20082,BD-100-1A10,Bombardier
"SC Aviation, Inc.",G13A,135,GL13 - Milwaukee (MKE),N31TF,20547,BD-100-1A10,Bombardier
"SC Aviation, Inc.",G13A,135,GL13 - Milwaukee (MKE),N200JC,20791,BD-100-1A10,Bombardier
"Scenic Mountain Air, Inc",LVKA,135,AL05 - Juneau (JNU),N35608,17256860,CE-172-I,Cessna
"Scenic Mountain Air, Inc",LVKA,135,AL05 - Juneau (JNU),N247KM,U20602872,CE-206-U206F,Cessna
"Scott Air, LLC",V9SA,135,AL05 - Juneau (JNU),N754KP,208B1264,CE-208-B,Cessna
"Scott Air, LLC",V9SA,135,AL05 - Juneau (JNU),N32009,20800022,CE-208-208,Cessna
"Scott Air, LLC",V9SA,135,AL05 - Juneau (JNU),N1229Z,208B0943,CE-208-B,Cessna
"Scott Air, LLC",V9SA,135,AL05 - Juneau (JNU),N1229C,208B0589,CE-208-B,Cessna
"Scott Aviation, LLC",K95A,135,WP01 - Van Nuys (VNY),N801AD,9029,BD-700-1A10,Bombardier
"Scott Aviation, LLC",K95A,135,WP01 - Van Nuys (VNY),N616RH,9241,BD-700-1A11,Bombardier
"Scott Aviation, LLC",K95A,135,WP01 - Van Nuys (VNY),N989DM,9224,BD-700-1A11,Bombardier
"Scott Aviation, LLC",K95A,135,WP01 - Van Nuys (VNY),N67CC,525A-0225,CE-525A-525A,Cessna
"Scott Aviation, LLC",K95A,135,WP01 - Van Nuys (VNY),N615KJ,525B-0225,CE-525B-525B,Cessna
"Scott Aviation, LLC",K95A,135,WP01 - Van Nuys (VNY),N1867M,560-5303,CE-560-560XL,Cessna
"Scott Aviation, LLC",K95A,135,WP01 - Van Nuys (VNY),N579BJ,560-383,CE-560-ULTRA,Cessna
"Scott Aviation, LLC",K95A,135,WP01 - Van Nuys (VNY),N532JM,680A-0370,CE-680-680A,Cessna
"Scott Aviation, LLC",K95A,135,WP01 - Van Nuys (VNY),N255SH,750-0235,CE-750-750,Cessna
"Scott Aviation, LLC",K95A,135,WP01 - Van Nuys (VNY),N517CF,750-0049,CE-750-750,Cessna
"Scott Aviation, LLC",K95A,135,WP01 - Van Nuys (VNY),N750EC,750-0007,CE-750-750,Cessna
"Scott Aviation, LLC",K95A,135,WP01 - Van Nuys (VNY),N777KT,750-0072,CE-750-750,Cessna
"Scott Aviation, LLC",K95A,135,WP01 - Van Nuys (VNY),N530JW,8109,CL-600-2B19,Bombardier
"Scott Aviation, LLC",K95A,135,WP01 - Van Nuys (VNY),N228SS,9124,BD-700-1A10,Bombardier
"Scott Aviation, LLC",K95A,135,WP01 - Van Nuys (VNY),N631RP,20784,BD-100-1A10,Bombardier
"Scott Aviation, LLC",K95A,135,WP01 - Van Nuys (VNY),N522AD,20664,BD-100-1A10,Bombardier
"Scott Aviation, LLC",K95A,135,WP01 - Van Nuys (VNY),N128KH,258621,HAWKER-800XP-800XP,Hawker
"SCOTT RICHARD AVIATION SERVICES, INC.",S6DA,135,EA05 - Allentown (ABE),N39RC,S/N 560-5041,CE-560-560XL,Cessna
"SCOTT RICHARD AVIATION SERVICES, INC.",S6DA,135,EA05 - Allentown (ABE),N521LF,560-0132,CE-500-560,Cessna
"SCOTT RICHARD AVIATION SERVICES, INC.",S6DA,135,EA05 - Allentown (ABE),N959CC,560-5759,CE-560-560XLS,Cessna
SEAPLANE SCENICS LLC,939A,135,NM01 - Seattle (SEA),N103AM,18502615,CE-185-A185F,Cessna
SEAPLANE SCENICS LLC,939A,135,NM01 - Seattle (SEA),N756AW,17267877,CE-172-N,Cessna
SEAPLANE SCENICS LLC,939A,135,NM01 - Seattle (SEA),N19752,17260722,CE-172-L,Cessna
"Seattle Seaplanes, LLC",GJYA,135,NM01 - Seattle (SEA),N8397Q,U20603258,CE-206-U206F,Cessna
"Seattle Seaplanes, LLC",GJYA,135,NM01 - Seattle (SEA),N5721T,17251621,CE-172-E,Cessna
"Seattle Seaplanes, LLC",GJYA,135,NM01 - Seattle (SEA),N6243Z,U20606199,CE-206-U206G,Cessna
Secure Air Charter LLC,VQ8A,135,CE19 - Nashville (BNA),N26TC,258521,BEECH-HAWKER-800XP,Hawker
Secure Air Charter LLC,VQ8A,135,CE19 - Nashville (BNA),N285XP,258285,BEECH-HAWKER-800XP,Hawker
Secure Air Charter LLC,VQ8A,135,CE19 - Nashville (BNA),N615JD,HA-0081,HAWKER-900XP,Hawker
Secure Air Charter LLC,VQ8A,135,CE19 - Nashville (BNA),N810AF,258589,BEECH-HAWKER-800XP,Hawker
Seneca Flight Operations,SFOA,135,EA23 - Rochester (ROC),N77SF,650-7072,CE-650-650,Cessna
Seneca Flight Operations,SFOA,135,EA23 - Rochester (ROC),N87SF,560-0616,CE-560-CITATION V,Cessna
Seneca Flight Operations,SFOA,135,EA23 - Rochester (ROC),N447SF,550-1020,CE-500-550,Cessna
"Seven Bar Aviation, LLC",GNLA,135,SW19 - North Texas FSDO (NTX),N774SB,560-0684,CE-560-560,Cessna
"Seward Air Taxi, LLC",2JCA,135,AL05 - Juneau (JNU),N2233T,185-1386,CE-185-A185E,Cessna
Shadow Aviation Inc,QS9A,135,AL01 - Fairbanks (FAI),N27532,18503688,CE-185-A185F,Cessna
SHELDON AIR SERVICE LLC,EMWC,135,AL03 - Anchorage  (ANC),N121EE,18503765,CE-185-A185F,Cessna
"SHERIDAN PILOTS 307, LLC",SHRA,135,NM03 - Denver (DEN),N20115,17261021,CE-172-M,Cessna
"Sherpa Air, LLC",4TDA,135,SO13 - West Columbia (CAE),N7274Q,18280533,CE-182-S,Cessna
Shoreline Aviation Inc,FRIA,135,EA61 - Boston (BOS),N143CG,560-5273,CE-560-560XL,Cessna
Shoreline Aviation Inc,FRIA,135,EA61 - Boston (BOS),N413DW,560-6074,CE-560-560XLS+,Cessna
Shoreline Aviation Inc,FRIA,135,EA61 - Boston (BOS),N860M,560-6283,CE-560-560XLS+,Cessna
Shoreline Aviation Inc,FRIA,135,EA61 - Boston (BOS),N681ZL,210,DASSAULT-FALCON-2000EX EASY,Dassault
SHORT HILLS AVIATION SERVICES INC,JLTA,135,EA25 - Teterboro (TEB),N18WQ,084,DASSAULT-FALCON-2000EX EASY,Dassault
SHORT HILLS AVIATION SERVICES INC,JLTA,135,EA25 - Teterboro (TEB),N136MV,311,DASSAULT-FALCON-50EX,Dassault
SHORT HILLS AVIATION SERVICES INC,JLTA,135,EA25 - Teterboro (TEB),N36EZ,031,DASSAULT-FALCON-7X,Dassault
SHORT HILLS AVIATION SERVICES INC,JLTA,135,EA25 - Teterboro (TEB),N918MV,156,DASSAULT-FALCON-900B,Dassault
SHORT HILLS AVIATION SERVICES INC,JLTA,135,EA25 - Teterboro (TEB),N2000L,109,DASSAULT-FALCON-2000,Dassault
SHU AIR CHARTER LLC,6SUA,135,SO19 - Miami (MIA FSDO),N373AR,P21000308,CE-210-P210N,Cessna
"Silverhawk Aviation, Inc.",YQSA,135,CE09 - Lincoln (LNK),N852SH,560-0476,CE-560-ULTRA,Cessna
"Silverhawk Aviation, Inc.",YQSA,135,CE09 - Lincoln (LNK),N851SH,560-0439,CE-560-ULTRA,Cessna
"Silverhawk Aviation, Inc.",YQSA,135,CE09 - Lincoln (LNK),N817SH,560-0318,CE-560-ULTRA,Cessna
"Silverhawk Aviation, Inc.",YQSA,135,CE09 - Lincoln (LNK),N816SH,560-0360,CE-560-ULTRA,Cessna
"Silverhawk Aviation, Inc.",YQSA,135,CE09 - Lincoln (LNK),N360SH,525-0201,CE-525-525,Cessna
"Silverhawk Aviation, Inc.",YQSA,135,CE09 - Lincoln (LNK),N363SH,525-0012,CE-525-525,Cessna
"Silverhawk Aviation, Inc.",YQSA,135,CE09 - Lincoln (LNK),N811SH,560-0120,CE-560-560,Cessna
"Silverhawk Aviation, Inc.",YQSA,135,CE09 - Lincoln (LNK),N384SH,560-5309,CE-560-560XL,Cessna
"Silverhawk Aviation, Inc.",YQSA,135,CE09 - Lincoln (LNK),N386SH,560-5119,CE-560-560XL,Cessna
"Silverhawk Aviation, Inc.",YQSA,135,CE09 - Lincoln (LNK),N4KS,560-5035,CE-560-560XL,Cessna
"Silverhawk Aviation, Inc.",YQSA,135,CE09 - Lincoln (LNK),N560KC,560-5102,CE-560-560XL,Cessna
"Silverhawk Aviation, Inc.",YQSA,135,CE09 - Lincoln (LNK),N909GC,560-5067,CE-560-560XL,Cessna
"Silverhawk Aviation, Inc.",YQSA,135,CE09 - Lincoln (LNK),N385SH,560-5590,CE-560-560XLS,Cessna
"Silverhawk Aviation, Inc.",YQSA,135,CE09 - Lincoln (LNK),N818SH,560-0581,CE-560-ENCORE,Cessna
"Silverhawk Aviation, Inc.",YQSA,135,CE09 - Lincoln (LNK),N819SH,560-0604,CE-560-ENCORE,Cessna
"Silverhawk Aviation, Inc.",YQSA,135,CE09 - Lincoln (LNK),N814SH,560-0405,CE-560-ULTRA,Cessna
SILVERTIP AVIATION LLC,3SFC,135,AL03 - Anchorage  (ANC),N20752,18503041,CE-185-A185F,Cessna
Siskiyou Aviation LLC,S5KA,135,WP15 - San Jose (SJC),N123ED,258366,HAWKER-800XP-800XP,Hawker
Siskiyou Aviation LLC,S5KA,135,WP15 - San Jose (SJC),N42ST,39,DASSAULT-FALCON-2000,Dassault
Siskiyou Aviation LLC,S5KA,135,WP15 - San Jose (SJC),N3145Y,18254145,CE-182-E,Cessna
Skinner Aviation Inc,S1ZA,135,NM09 - Portland (PDX),N738AJ,17269823,CE-172-N,Cessna
Skinner Aviation Inc,S1ZA,135,NM09 - Portland (PDX),N756ZC,R18201201,CE-182-TR182,Cessna
SKY LLC,74MA,135,EA11 - Farmingdale (FRG),N75KY,208B5708,CE-208-B,Cessna
Sky Night LLC,K6NA,135,EA39 - Greensboro (GSO),N245JS,5154,CE-208-B,Cessna
"Sky One Holdings, LLC",1KSA,135,SO19 - Miami (MIA FSDO),N405DC,60-363,LR-60-60XR,Bombardier (Learjet)
"Sky One Holdings, LLC",1KSA,135,SO19 - Miami (MIA FSDO),N991FR,258660,HAWKER-800XP-800XP,Hawker
"Sky One Holdings, LLC",1KSA,135,SO19 - Miami (MIA FSDO),N42JJ,258509,HAWKER-800XP-800XP,Hawker
"Sky One Holdings, LLC",1KSA,135,SO19 - Miami (MIA FSDO),N950FJ,41,DASSAULT-FALCON-50,Dassault
"Sky One Holdings, LLC",1KSA,135,SO19 - Miami (MIA FSDO),N604BC,5455,CL-600-2B16 (CL-604),Bombardier
"Sky Quest, LLC.",YQKA,135,GL25 - Cleveland (CLE),N86NP,5874,CL-600-2B16 (CL-604),Bombardier
"Sky Quest, LLC.",YQKA,135,GL25 - Cleveland (CLE),N858CV,5772,CL-600-2B16 (CL-604),Bombardier
"Sky Quest, LLC.",YQKA,135,GL25 - Cleveland (CLE),N444CX,258900,HAWKER-850XP,Hawker
"Sky Quest, LLC.",YQKA,135,GL25 - Cleveland (CLE),N894TX,HA-0005,HAWKER-900XP-900XP,Hawker
"Sky Quest, LLC.",YQKA,135,GL25 - Cleveland (CLE),N133VS,45-2060,LR-45-40,Bombardier (Learjet)
"Sky Quest, LLC.",YQKA,135,GL25 - Cleveland (CLE),N641RP,258858,HAWKER-850XP,Hawker
"Sky Quest, LLC.",YQKA,135,GL25 - Cleveland (CLE),N799AG,HA-0027,HAWKER-900XP-900XP,Hawker
"Sky Quest, LLC.",YQKA,135,GL25 - Cleveland (CLE),N502RZ,HA-0082,HAWKER-900XP-900XP,Hawker
"Sky Quest, LLC.",YQKA,135,GL25 - Cleveland (CLE),N850SG,258841,HAWKER-850XP,Hawker
"Sky Quest, LLC.",YQKA,135,GL25 - Cleveland (CLE),N452SD,45-428,LR-45-45,Bombardier (Learjet)
"Sky Quest, LLC.",YQKA,135,GL25 - Cleveland (CLE),N97EJ,45-2095,LR-45-40,Bombardier (Learjet)
"Sky Quest, LLC.",YQKA,135,GL25 - Cleveland (CLE),N799WW,45-2085,LR-45-40,Bombardier (Learjet)
"Sky Quest, LLC.",YQKA,135,GL25 - Cleveland (CLE),N740KD,45-2083,LR-45-40,Bombardier (Learjet)
"Sky Quest, LLC.",YQKA,135,GL25 - Cleveland (CLE),N265CW,45-2042,LR-45-40,Bombardier (Learjet)
"Sky Quest, LLC.",YQKA,135,GL25 - Cleveland (CLE),N546AD,20403,BD-100-1A10,Bombardier
"SKY TREKKING ALASKA, LLC",IUKA,135,AL03 - Anchorage  (ANC),N70341,18502119,CE-185-A185F,Cessna
SKYBLUE JET MANAGEMENT LLC,5BJA,135,SO19 - Miami (MIA FSDO),N228MH,551-0050,CE-501-551,Cessna
SKYDANCE AVIATION LLC,5K1A,135,AL03 - Anchorage  (ANC),N357LC,18504295,CE-185-A185F,Cessna
SkyLife Elite LLC.,6DFA,135,SO15 - Orlando (ORL FSDO),N933RG,525-0933,CE-525-525,Cessna
SkyLife Elite LLC.,6DFA,135,SO15 - Orlando (ORL FSDO),713YD,525A0455,CE-525-525A,Cessna
SKYNET LLC,7S2A,135,EA27 - Washington (IAD),N256CP,S550-0033,CE-500-S550,Cessna
Skyrunners Corporation,SKQA,135,NM13 - Spokane (GEG),N2944F,18257044,CE-182-J,Cessna
SKYS THE LIMIT INC,S2LA,135,SO13 - West Columbia (CAE),N2706A,3350013,CE-335-335,Cessna
"SkyShare, LLC",KNIA,135,NM11 - Boise (BOI ),N766CB,560-5341,CE-560-560XL,Cessna
"SkyShare, LLC",KNIA,135,NM11 - Boise (BOI ),N606CB,560-5333,CE-560-560XL,Cessna
"SkyShare, LLC",KNIA,135,NM11 - Boise (BOI ),N871CB,525A0149,CE-525A-525A,Cessna
"SkyShare, LLC",KNIA,135,NM11 - Boise (BOI ),N868CB,525A0083,CE-525A-525A,Cessna
"SkyShare, LLC",KNIA,135,NM11 - Boise (BOI ),N744CB,525A0223,CE-525A-525A,Cessna
"SkySouth Aviation, Inc.",Z4TA,135,EA39 - Greensboro (GSO),N90KM,CE-525B-0124,CE-525B-525B,Cessna
"SkySouth Aviation, Inc.",Z4TA,135,EA39 - Greensboro (GSO),N30M,CE525-0506,CE-525-525,Cessna
"Skyway Aviation Services, Inc.",B90A,135,SO35 - Tampa (TPA),N168ZZ,078,LR-60-60,Bombardier (Learjet)
"Skyway Aviation Services, Inc.",B90A,135,SO35 - Tampa (TPA),N525CR,525B-0238,CE-525B,Cessna
"Skyway Aviation Services, Inc.",B90A,135,SO35 - Tampa (TPA),N551FP,525-0515,CE-525-525,Cessna
Skyways Charter LLC,SY0A,135,GL27 - Rapid City (RAP),N751GT,750-0058,CE-750,Cessna
Skyways Charter LLC,SY0A,135,GL27 - Rapid City (RAP),N253TX,680-0253,CE-680,Cessna
"SkyWest Charter, LLC",J6BA,135,EA03 - Allegheny (AGC),N877AS,7579,CL600 2B19-100,Bombardier
"SkyWest Charter, LLC",J6BA,135,EA03 - Allegheny (AGC),N460SW,7803,CL600 2B19-100,Bombardier
"SkyWest Charter, LLC",J6BA,135,EA03 - Allegheny (AGC),N886AS,7531,CL600 2B19-100,Bombardier
"SkyWest Charter, LLC",J6BA,135,EA03 - Allegheny (AGC),N931EV,8015,CL600 2B19-100,Bombardier
"SkyWest Charter, LLC",J6BA,135,EA03 - Allegheny (AGC),N459SW,7782,CL600 2B19-100,Bombardier
"SkyWest Charter, LLC",J6BA,135,EA03 - Allegheny (AGC),N447SW,7677,CL600 2B19-100,Bombardier
"SkyWest Charter, LLC",J6BA,135,EA03 - Allegheny (AGC),N446SW,7666,CL600 2B19-100,Bombardier
"SkyWest Charter, LLC",J6BA,135,EA03 - Allegheny (AGC),N442SW,7609,CL600 2B19-100,Bombardier
"SkyWest Charter, LLC",J6BA,135,EA03 - Allegheny (AGC),N441SW,7602,CL600 2B19-100,Bombardier
"SLOW FORK AIR, INC",FXCA,135,AL01 - Fairbanks (FAI),N419A,25702,CE-170-B,Cessna
"SLOW FORK AIR, INC",FXCA,135,AL01 - Fairbanks (FAI),N4272Q,U20603042,CE-206-U206F,Cessna
"Smith Air, LLC",REAA,135,NM11 - Boise (BOI ),N756AV,U20603944,CE-206-TU206G,Cessna
"Smith Air, LLC",REAA,135,NM11 - Boise (BOI ),N206G,U20605268,CE-206-TU206G,Cessna
"Smokey Bay Air, Inc",X53A,135,AL05 - Juneau (JNU),N7138Q,U20603074,CE-206-U206F,Cessna
"Smokey Bay Air, Inc",X53A,135,AL05 - Juneau (JNU),N6405X,U20605870,CE-206-U206G,Cessna
"Smokey Bay Air, Inc",X53A,135,AL05 - Juneau (JNU),N756ZV,U20604495,CE-206-U206G,Cessna
"Smokey Bay Air, Inc",X53A,135,AL05 - Juneau (JNU),N9957M,20700764,CE-207-A,Cessna
"Smokey Bay Air, Inc",X53A,135,AL05 - Juneau (JNU),N91025,20700016,CE-207-T207,Cessna
"Smokey Bay Air, Inc",X53A,135,AL05 - Juneau (JNU),N100PC,20700467,CE-207-T207A,Cessna
"Smokey Bay Air, Inc",X53A,135,AL05 - Juneau (JNU),N36GB,U20601854,CE-206-U206F,Cessna
"SNOHOMISH FLYING SERVICE, INC.",GIQA,135,NM01 - Seattle (SEA),N3620C,R18200279,CE-182-RG,Cessna
"SNOHOMISH FLYING SERVICE, INC.",GIQA,135,NM01 - Seattle (SEA),N7356S,18265147,CE-182-P,Cessna
"SNOHOMISH FLYING SERVICE, INC.",GIQA,135,NM01 - Seattle (SEA),N492SF,17268310,CE-172-N,Cessna
Snug Corner Cove Services LLC,S2TC,135,AL03 - Anchorage  (ANC),N6470H,20700534,CE-207-A,Cessna
